MLT_UTZTN_BSSH_SN,FRSTN_NM,CNTR_NM,CONM_NM,TPBIZ_NM,REG_DT,REG_YMD,REG_TM,REG_YR,REG_MM,REG_DAY,BDST_USG_NM,INSTL_DCLR_YMD,PFCMP_YMD,STTS_SCSN_YMD,CONM_ADDR,ROAD_NM,BLDG_NM,NLMBLT_MATRL_DSCTN,NLMBLT_INSTL_AREA,FRRST_CMDTY_NM,FRRST_INSTL_AREA,FLR_NO_NM,TRGTOBJ_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,CORP_YN,USE_YN
MU412023938232,의정부소방서,송산119안전센터,007성인 PC방,인터넷컴퓨터게임시설제공업(PC방),20230821102921,20230821,102921,2023,08,21,근린생활시설,20230203,20230213,20230818,경기도 의정부시 산곡동 ,세석로,현대본타워,유리. 철재. 조적. 방화석고보드. 불연텍스,145.0,,,3/8,,양식(옥),철근콘크리트조,,Y
MU412023938233,,,스타벅스 양주고읍DT점,휴게음식점,20230213172342,20230213,172342,2023,02,13,근린생활시설,20230113,20230213,,경기도 양주시 고읍동 ,고덕로,,콘크리트.석고.유리.타일,1139.0,선처리(방염필름),137.0,0/2,,양식(옥),철근콘크리트조,Y,Y
MU262023261681,기장소방서,일광119안전센터,스타벅스 기장일광DT점,휴게음식점,20230216164521,20230216,164521,2023,02,16,근린생활시설,20230131,20230213,,부산광역시 기장군 일광읍 삼성리,기장대로,,타일. 유리 등,1390.0,MDF(방염도료),122.0,지하0/지상2,,양식(옥),철근콘크리트조,Y,Y
MU262023261682,기장소방서,일광119안전센터,락휴노래연습장 일광신도시점,노래연습장업,20230213202954,20230213,202954,2023,02,13,복합건축물,20230116,20230213,,부산광역시 기장군 일광읍 삼성리,해송3로,,유리. 석고. 금속 등,986.0,MDF(방염필름),76.0,지하0/지상2,,양식(옥),철골조,,Y
MU262023261683,기장소방서,일광119안전센터,락휴 노래타운 일광신도시점,유흥주점,20230213204223,20230213,204223,2023,02,13,복합건축물,20230116,20230213,,부산광역시 기장군 일광읍 삼성리,해송3로,,타일. 유리. 석고 등,522.0, MDF(방염필름),38.0,지하0/지상2,,양식(옥),철골조,,Y
MU432023219485,서부소방서,산남안전센터,월우담,일반음식점,20230213205441,20230213,205441,2023,02,13,,20221221,20230131,,충청북도 청주시 흥덕구 복대동 ,진재로,,콘크리트. 벽돌. 타일. 방화석고 등,846.0,방염필름,53.0,0/3,,양식(옥),철근콘크리트조,,Y
MU412022934863,의왕소방서,백운119안전센터,37.5 백운호수점,일반음식점,20230202154014,20230202,154014,2023,02,02,근린생활시설,20220623,20230202,,경기도 의왕시 학의동 ,학현로,,콘크리트.대리석.타일.석고보드.유리.철재,848.0,후처리(합판),130.0,3,,양식(옥),철근콘크리트조,,Y
MU272023168289,수성소방서,상동119안전센터,스타벅스 대구들안길DT점,휴게음식점,20230202154543,20230202,154543,2023,02,02,,20221221,20230202,,대구광역시 수성구 상동 ,들안로,,석고. 유리. 타일,1044.0,방염필름,175.0,0/2,,양식(옥),철근콘크리트조,Y,Y
MU272023168288,수성소방서,황금119안전센터,스타벅스 국립대구박물관DT점,휴게음식점,20230202154605,20230202,154605,2023,02,02,,20221221,20230202,,대구광역시 수성구 황금동 ,청호로,,석고. 유리. 타일,1079.0,방염필름,136.0,0/2,,양식(옥),철근콘크리트조,Y,Y
MU272023168290,수성소방서,만촌119안전센터,스타벅스 대구만촌DT점,휴게음식점,20230202155252,20230202,155252,2023,02,02,,20221221,20230202,,대구광역시 수성구 만촌동 ,달구벌대로,,석고. 유리. 타일 ,987.0,방염필름,42.0,0/3,,양식(옥),철근콘크리트조,Y,Y
MU262023261652,기장소방서,정관119안전센터,원앤원스카이 기숙학원,학원,20230202170048,20230202,170048,2023,02,02,근린생활시설,20220829,20230202,,부산광역시 기장군 정관읍 매학리,정관로,,유리. 타일 등,4692.0,MDF(방염필름),224.0,지하1층/지상5층,,양식(옥),철근콘크리트조,,Y
MU422023232470,춘천소방서,후평119안전센터,파크PC,인터넷컴퓨터게임시설제공업(PC방),20230202174143,20230202,174143,2023,02,02,근린생활시설,20230116,20230202,,강원특별자치도 춘천시 효자동 ,서부대성로,,석고보드.콘크리트.유리.타일,285.0,,,지하0/지상4,,양식(옥),철근콘크리트조,,Y
MU442023268413,태안소방서,태안119안전센터,로또게임랜드,게임제공업,20230202180512,20230202,180512,2023,02,02,,20230112,20230202,,충청남도 태안군 태안읍 남문리,군청8길,,없음,0.0,,,지하1/지상3,,기타 식,철근콘크리트조,,Y
MU262023261651,남부소방서,광안119안전센터,백석,일반음식점,20230914132904,20230914,132904,2023,09,14,근린생활시설,20230119,20230131,,부산광역시 수영구 광안동 ,광남로,,불연(콘크리트.타일.유리 등)준불연(석고보드),330.0,합판(방염도료) 52.65,52.0,1/2,,양식(옥),철근콘크리트조,,Y
MU482023384623,진주소방서,정촌119안전센터,나린하우스,고시원업,20230202181837,20230202,181837,2023,02,02,숙박시설,20221207,20230202,,경상남도 진주시 가좌동 ,가좌길60번길,나린하우스,석고보드.타일.유리.SMC,1287.0,선처리MDF방염필름,166.0,지상4,,양식(옥),철근콘크리트조,,Y
MU412023938056,안산소방서,월피119안전센터,제일골프존,가상체험체육시설(스크린골프연습장),20230202185215,20230202,185215,2023,02,02,,20230110,20230202,,경기도 안산시 상록구 부곡동 ,부곡로,,콘크리트.유리.방화석고.석고,1300.0,방염필름,135.0,지하2/지상4,,양식(옥),철근콘크리트조,,Y
MU412023938058,안산소방서,사동119안전센터,빌보드코인노래연습장,노래연습장업,20230202185622,20230202,185622,2023,02,02,,20230103,20230202,,경기도 안산시 상록구 본오동 ,샘골로,,콘크리트.ALC블럭.석고보드.타일.유리,747.0,방염필름,43.0,지하2/지상5,,양식(옥),철근콘크리트조,,Y
MU502023146364,서귀포소방서,동홍센터,스타게임랜드,게임제공업,20231123110205,20231123,110205,2023,11,23,,20230126,20230202,20231121,제주특별자치도 서귀포시 서귀동 ,명동로,,콘크리트. 유리. 글라스울판넬,254.0,,,지하 1층 / 지상 4층,,양식(옥),철근콘크리트조,,Y
MU432023219486,,,판다마라탕,일반음식점,20230614170933,20230614,170933,2023,06,14,,20230120,20230131,20230613,충청북도 청주시 서원구 사창동 ,1순환로672번길,,콘크리트. 방화석고. 타일 등,468.0,방염필름,34.0,1/4,,양식(옥),철근콘크리트조,,Y
MU432023219487,,,케이(K) 스크린골프,가상체험체육시설(스크린골프연습장),20230901085443,20230901,085443,2023,09,01,,20220922,20230201,20230828,충청북도 청주시 서원구 산남동 ,산미로,,준불연판넬. 유리. 방화석고보드 등,956.0,방염필름,39.0,0/4,,양식(옥),철골조,,Y
MU432023219488,,,스타벅스 충북대점,휴게음식점,20230302185914,20230302,185914,2023,03,02,,20230104,20230202,20230227,충청북도 청주시 서원구 사창동 ,내수동로,,콘크리트. 유리. 타일 등,677.0,방염필름,62.0,0/2,,양식(옥),목조,,Y
MU432023219489,서부소방서,산남안전센터,스타벅스 청주비하DT점,휴게음식점,20230213221023,20230213,221023,2023,02,13,,20230104,20230202,,충청북도 청주시 흥덕구 비하동 ,2순환로,,콘크리트. 유리. 타일 등,1164.0,방염필름,197.0,0/2,,양식(옥),철근콘크리트조,,Y
MU432023219505,,,프렌즈스크린플레이 모충점,가상체험체육시설(스크린골프연습장),20230213225920,20230213,225920,2023,02,13,,20221123,20230203,,충청북도 청주시 서원구 모충동 ,무심서로,,콘크리트. 유리. 방화석고보드 등,1412.0,방염필름,123.0,1/4,,양식(옥),철근콘크리트조,,Y
MU432023219506,서부소방서,산남안전센터,달달한밤부엌(하복대점),일반음식점,20230324104407,20230324,104407,2023,03,24,,20230103,20230206,20230228,충청북도 청주시 흥덕구 복대동 ,2순환로1167번길,,콘크리트. 유리. 방화석고 등,533.0,방염도료. 필름(제2023-5호),98.0,0/5,,양식(옥),철근콘크리트조,,Y
MU482023601136,마산소방서,양봉119안전센터,봉암찌개,일반음식점,20230213171338,20230213,171338,2023,02,13,,20230207,20230213,,경상남도 창원시 마산회원구 봉암동 ,봉암공단7길,,타일. 유리. 철재. 방화석고 등,289.0,,,0/2,,양식(옥),철골조,,Y
MU412023938344,안산소방서,반월119안전센터,TANG CHAO,일반음식점,20230219203549,20230219,203549,2023,02,19,근린생활시설,20230126,20230219,,경기도 안산시 단원구 원곡동 ,원곡1로,,방화석고.유리.타일.콘크리트,524.0,미사용,,0/4,,양식(옥),철근콘크리트조,,Y
